"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:24 AM","elsa","u1","male","aehplus","nophys","fluency","nophysspec","animals",TRUE,2256,5,NA,28,-27445.422,54946.845,55107.042,55018.082,54947.5742321509,"u1_male_aehplus_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.03,0.991,0,0.106,0.027,0,0.084,0.128,0.514,17.348,0.627,0,NA,NA,NA,NA,NA,NA,9.503,3.071,0.002,-0.947,0.519,0.068
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:59 PM","elsa","u1","male","aehplus","nophys","memory","nophysspec","delayedrecall",TRUE,2256,6,NA,28,-18870.65,37797.3,37957.498,37868.537,37798.0292321509,"u1_male_aehplus_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.243,0.07,0,0.004,0.002,0.007,0.004,0.008,0.658,1.812,0.039,0,NA,NA,NA,NA,NA,NA,0.829,0.874,0.343,-0.166,0.119,0.165
"Mplus VERSION 7.2","0.1","06/09/2015","11:54 PM","elsa","u1","male","aehplus","nophys","memory","nophysspec","immediaterecall",TRUE,2256,6,NA,28,-17777.967,35611.934,35772.132,35683.171,35612.6632321509,"u1_male_aehplus_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.713,0.054,0,0.003,0.001,0.053,0.008,0.007,0.249,1.548,0.039,0,NA,NA,NA,NA,NA,NA,2.799,0.754,0,-0.256,0.106,0.016
"Mplus VERSION 7.2","0.1","06/09/2015","11:09 PM","elsa","u1","male","aehplus","pulmonary","nocog","fev","nocogspec",TRUE,2256,6,NA,28,-4082.834,8221.667,8381.865,8292.904,8222.39623215088,"u1_male_aehplus_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,0.047,0,0.001,0.001,0.494,-0.007,0.006,0.277,0.209,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.109,0.506,0,-0.056,0.07,0.427,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 6:14 PM","elsa","u1","male","aehplus","pulmonary","nocog","fvc","nocogspec",TRUE,2256,6,NA,28,-4925.831,9907.663,10067.86,9978.9,9908.39223215088,"u1_male_aehplus_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378,0.072,0,0,0.002,0.814,-0.004,0.01,0.706,0.347,0.037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.96,0.57,0,-0.061,0.083,0.465,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:26 AM","elsa","u1","male","age","nophys","fluency","nophysspec","animals",TRUE,5140,5,NA,8,-42882.612,85781.223,85833.582,85808.16,85781.2510647047,"u1_male_age_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.421,0.882,0,0.133,0.027,0,0.06,0.125,0.632,17.501,0.573,0,NA,NA,NA,NA,NA,NA,16.396,0.148,0,-0.24,0.036,0
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:01 PM","elsa","u1","male","age","nophys","memory","nophysspec","delayedrecall",TRUE,5140,6,NA,8,-29660.002,59336.005,59388.363,59362.942,59336.0330647047,"u1_male_age_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.725,0.063,0,0.005,0.001,0.001,-0.007,0.008,0.359,1.851,0.036,0,NA,NA,NA,NA,NA,NA,2.566,0.048,0,-0.054,0.009,0
"Mplus VERSION 7.2","0.1","06/09/2015","11:55 PM","elsa","u1","male","age","nophys","memory","nophysspec","immediaterecall",TRUE,5140,6,NA,8,-27936.613,55889.225,55941.584,55916.162,55889.2530647047,"u1_male_age_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021,0.052,0,0.003,0.001,0.034,0.005,0.007,0.457,1.593,0.035,0,NA,NA,NA,NA,NA,NA,4.308,0.042,0,-0.078,0.009,0
"Mplus VERSION 7.2","0.1","06/09/2015","11:10 PM","elsa","u1","male","age","pulmonary","nocog","fev","nocogspec",TRUE,5140,6,NA,8,-5303.768,10623.536,10675.894,10650.473,10623.5640647047,"u1_male_age_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,0.048,0,0,0.001,0.608,-0.006,0.006,0.366,0.216,0.024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.113,0.034,0,-0.048,0.006,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 6:04 PM","elsa","u1","male","age","pulmonary","nocog","fvc","nocogspec",TRUE,5140,6,NA,8,-6449.29,12914.58,12966.938,12941.517,12914.6080647047,"u1_male_age_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.079,0,0.001,0.002,0.772,-0.002,0.011,0.862,0.374,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.043,0,-0.045,0.007,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:28 AM","elsa","u1","male","empty","nophys","fluency","nophysspec","animals",TRUE,5018,5,NA,6,-43300.859,86613.717,86652.842,86633.776,86613.7337631211,"u1_male_empty_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,0.133,0.241,17.55,0.576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:02 PM","elsa","u1","male","empty","nophys","memory","nophysspec","delayedrecall",TRUE,5022,6,NA,6,-30340.486,60692.972,60732.101,60713.036,60692.9887497508,"u1_male_empty_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.009,0.983,1.857,0.036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:56 PM","elsa","u1","male","empty","nophys","memory","nophysspec","immediaterecall",TRUE,5023,6,NA,6,-28625.852,57263.704,57302.834,57283.768,57263.7207464115,"u1_male_empty_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,0.008,0.066,1.601,0.036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:15 PM","elsa","u1","male","empty","pulmonary","nocog","fev","nocogspec",TRUE,2828,6,NA,6,-5710.513,11433.026,11468.71,11449.646,11433.0557766749,"u1_male_empty_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007,0.006,0.257,0.218,0.024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 6:07 PM","elsa","u1","male","empty","pulmonary","nocog","fvc","nocogspec",TRUE,2828,6,NA,6,-6851.646,13715.292,13750.976,13731.912,13715.3217766749,"u1_male_empty_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002,0.011,0.857,0.381,0.039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:31 AM","elsa","u2","female","ae","nophys","fluency","nophysspec","animals",TRUE,6106,5,NA,31,-51555.681,103173.363,103381.591,103283.081,103173.68963813,"u2_female_ae_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.484,0.824,0,0.363,0.232,0.117,0.291,0.348,0.403,15.42,0.579,0,NA,NA,NA,NA,NA,NA,18.503,0.373,0,-0.313,0.192,0.104
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:03 PM","elsa","u2","female","ae","nophys","memory","nophysspec","delayedrecall",TRUE,6106,6,NA,31,-36707.194,73476.387,73684.615,73586.106,73476.7136381297,"u2_female_ae_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.531,0.067,0,0.034,0.013,0.012,-0.015,0.025,0.541,1.882,0.039,0,NA,NA,NA,NA,NA,NA,3.527,0.11,0,0.002,0.054,0.969
"Mplus VERSION 7.2","0.1","06/09/2015","11:57 PM","elsa","u2","female","ae","nophys","memory","nophysspec","immediaterecall",TRUE,6106,6,NA,31,-34340.342,68742.685,68950.913,68852.403,68743.0116381297,"u2_female_ae_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,0.059,0,0.019,0.012,0.126,0.003,0.022,0.885,1.619,0.039,0,NA,NA,NA,NA,NA,NA,5.171,0.094,0,-0.041,0.051,0.425
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:32 AM","elsa","u2","female","aeh","nophys","fluency","nophysspec","animals",TRUE,2795,5,NA,34,-33580.428,67228.856,67430.666,67322.637,67229.7183188406,"u2_female_aeh_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.778,1.017,0,0.355,0.252,0.16,0.42,0.413,0.309,15.402,0.626,0,NA,NA,NA,NA,NA,NA,8.48,2.479,0.001,-2.822,1.201,0.019
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:05 PM","elsa","u2","female","aeh","nophys","memory","nophysspec","delayedrecall",TRUE,2795,6,NA,34,-23966.4,48000.8,48202.61,48094.58,48001.6623188406,"u2_female_aeh_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.414,0.087,0,0.025,0.015,0.101,-0.008,0.03,0.792,1.862,0.044,0,NA,NA,NA,NA,NA,NA,0.432,0.832,0.604,-0.015,0.33,0.963
"Mplus VERSION 7.2","0.1","06/10/2015","12:01 AM","elsa","u2","female","aeh","nophys","memory","nophysspec","immediaterecall",TRUE,2795,6,NA,34,-22517.829,45103.658,45305.467,45197.438,45104.5203188406,"u2_female_aeh_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676,0.073,0,0.012,0.014,0.4,0.012,0.028,0.655,1.62,0.043,0,NA,NA,NA,NA,NA,NA,3.529,0.687,0,0.029,0.296,0.921
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:34 AM","elsa","u2","female","aehplus","nophys","fluency","nophysspec","animals",TRUE,2782,5,NA,43,-33445.467,66976.933,67231.963,67095.338,66978.3150306793,"u2_female_aehplus_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.621,1.01,0,0.344,0.252,0.173,0.43,0.412,0.296,15.413,0.628,0,NA,NA,NA,NA,NA,NA,8.829,2.488,0,-2.748,1.223,0.025
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:20 PM","elsa","u2","female","aehplus","nophys","memory","nophysspec","delayedrecall",TRUE,2782,6,NA,43,-23864.157,47814.314,48069.343,47932.718,47815.6960306793,"u2_female_aehplus_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.401,0.087,0,0.025,0.015,0.095,-0.01,0.03,0.745,1.858,0.043,0,NA,NA,NA,NA,NA,NA,0.446,0.833,0.593,-0.049,0.333,0.882
"Mplus VERSION 7.2","0.1","06/10/2015","12:03 AM","elsa","u2","female","aehplus","nophys","memory","nophysspec","immediaterecall",FALSE,2782,6,NA,NA,NA,NA,NA,NA,NA,"u2_female_aehplus_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:37 AM","elsa","u2","female","age","nophys","fluency","nophysspec","animals",TRUE,6117,5,NA,13,-52013.332,104052.665,104140.01,104098.699,104052.724642799,"u2_female_age_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.884,0.881,0,0.383,0.233,0.101,0.351,0.354,0.322,15.392,0.58,0,NA,NA,NA,NA,NA,NA,15.602,0.126,0,-0.116,0.071,0.1
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:22 PM","elsa","u2","female","age","nophys","memory","nophysspec","delayedrecall",TRUE,6117,6,NA,13,-37056.273,74138.545,74225.89,74184.58,74138.6046427986,"u2_female_age_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.772,0.071,0,0.035,0.013,0.01,0.001,0.025,0.964,1.881,0.039,0,NA,NA,NA,NA,NA,NA,2.809,0.044,0,0.003,0.022,0.888
"Mplus VERSION 7.2","0.1","06/10/2015","12:06 AM","elsa","u2","female","age","nophys","memory","nophysspec","immediaterecall",TRUE,6117,6,NA,13,-34739.896,69505.792,69593.137,69551.827,69505.8516427986,"u2_female_age_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976,0.052,0,0.008,0.005,0.132,0.022,0.014,0.116,1.636,0.022,0,NA,NA,NA,NA,NA,NA,4.502,0.038,0,-0.016,0.02,0.416
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:38 AM","elsa","u2","female","empty","nophys","fluency","nophysspec","animals",TRUE,6008,5,NA,10,-52648.917,105317.835,105384.843,105353.066,105317.871685009,"u2_female_empty_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,0.37,0.13,15.487,0.584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:24 PM","elsa","u2","female","empty","nophys","memory","nophysspec","delayedrecall",TRUE,6003,6,NA,10,-38081.154,76182.308,76249.309,76217.531,76182.3447156208,"u2_female_empty_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.027,0.192,1.894,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015","12:07 AM","elsa","u2","female","empty","nophys","memory","nophysspec","immediaterecall",TRUE,6008,6,NA,10,-35677.078,71374.156,71441.164,71409.387,71374.1926850092,"u2_female_empty_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.014,0.004,1.643,0.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:39 AM","elsa","u2","male","ae","nophys","fluency","nophysspec","animals",TRUE,5123,5,NA,31,-42595.335,85252.67,85455.456,85356.949,85253.0597073267,"u2_male_ae_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.275,0.992,0,0.356,0.286,0.214,0.417,0.407,0.305,17.309,0.679,0,NA,NA,NA,NA,NA,NA,17.83,0.328,0,0.168,0.188,0.371
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:27 PM","elsa","u2","male","ae","nophys","memory","nophysspec","delayedrecall",TRUE,5123,6,NA,31,-29301.836,58665.673,58868.459,58769.952,58666.0627073267,"u2_male_ae_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.463,0.069,0,0.026,0.015,0.07,-0.04,0.026,0.123,1.817,0.041,0,NA,NA,NA,NA,NA,NA,3.095,0.104,0,0.016,0.046,0.736
"Mplus VERSION 7.2","0.1","06/10/2015","12:08 AM","elsa","u2","male","ae","nophys","memory","nophysspec","immediaterecall",TRUE,5123,6,NA,31,-27554.167,55170.335,55373.121,55274.614,55170.7247073267,"u2_male_ae_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819,0.061,0,0.031,0.014,0.024,-0.012,0.025,0.624,1.547,0.039,0,NA,NA,NA,NA,NA,NA,4.772,0.089,0,-0.021,0.047,0.662
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:41 AM","elsa","u2","male","aeh","nophys","fluency","nophysspec","animals",TRUE,2269,5,NA,34,-27576.221,55220.443,55415.164,55307.14,55221.5083536258,"u2_male_aeh_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.942,1.232,0,0.569,0.312,0.069,0.117,0.473,0.805,16.992,0.72,0,NA,NA,NA,NA,NA,NA,5.988,3.175,0.059,2.329,1.48,0.116
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:29 PM","elsa","u2","male","aeh","nophys","memory","nophysspec","delayedrecall",TRUE,2269,6,NA,34,-18973.685,38015.371,38210.092,38102.068,38016.4363536258,"u2_male_aeh_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.09,0,0.02,0.016,0.223,-0.004,0.03,0.899,1.787,0.044,0,NA,NA,NA,NA,NA,NA,0.828,0.943,0.38,-0.359,0.37,0.332
"Mplus VERSION 7.2","0.1","06/10/2015","12:10 AM","elsa","u2","male","aeh","nophys","memory","nophysspec","immediaterecall",TRUE,2269,6,NA,34,-17857.994,35783.988,35978.709,35870.685,35785.0533536258,"u2_male_aeh_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736,0.075,0,0.028,0.015,0.061,-0.003,0.029,0.927,1.502,0.042,0,NA,NA,NA,NA,NA,NA,2.607,0.797,0.001,-0.264,0.347,0.448
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:43 AM","elsa","u2","male","aehplus","nophys","fluency","nophysspec","animals",TRUE,2256,5,NA,43,-27428.646,54943.292,55189.31,55052.692,54945.0026690778,"u2_male_aehplus_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.924,1.224,0,0.575,0.301,0.056,0.06,0.471,0.898,16.878,0.712,0,NA,NA,NA,NA,NA,NA,6.661,3.185,0.036,2.314,1.481,0.118
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:31 PM","elsa","u2","male","aehplus","nophys","memory","nophysspec","delayedrecall",TRUE,2256,6,NA,43,-18863.223,37812.445,38058.463,37921.845,37814.1556690778,"u2_male_aehplus_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.252,0.089,0,0.019,0.016,0.234,-0.005,0.03,0.868,1.785,0.044,0,NA,NA,NA,NA,NA,NA,1.063,0.946,0.261,-0.366,0.373,0.327
"Mplus VERSION 7.2","0.1","06/10/2015","12:11 AM","elsa","u2","male","aehplus","nophys","memory","nophysspec","immediaterecall",TRUE,2256,6,NA,43,-17765.385,35616.77,35862.788,35726.17,35618.4806690778,"u2_male_aehplus_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718,0.075,0,0.027,0.015,0.07,-0.002,0.029,0.952,1.506,0.043,0,NA,NA,NA,NA,NA,NA,2.76,0.803,0.001,-0.208,0.35,0.553
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:47 AM","elsa","u2","male","age","nophys","fluency","nophysspec","animals",TRUE,5140,5,NA,13,-42871.236,85768.473,85853.555,85812.246,85768.5440105345,"u2_male_age_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.931,1.033,0,0.399,0.288,0.166,0.422,0.415,0.309,17.266,0.677,0,NA,NA,NA,NA,NA,NA,16.286,0.151,0,-0.017,0.094,0.855
"Mplus VERSION 7.2","0.1","06/09/2015"," 3:34 PM","elsa","u2","male","age","nophys","memory","nophysspec","delayedrecall",TRUE,5140,6,NA,13,-29644.023,59314.047,59399.129,59357.82,59314.1180105345,"u2_male_age_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.751,0.073,0,0.027,0.015,0.066,-0.033,0.026,0.207,1.819,0.042,0,NA,NA,NA,NA,NA,NA,2.517,0.049,0,0.027,0.024,0.264
